,city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
1271,chic,69.5,58.5,1990-06-25,,37.0,23.520833333,30.632841615
1272,chic,75.5,69.375,1990-06-26,,42.0,29.933823529,29.974508282
1273,chic,74.5,55.625,1990-06-27,,43.0,30.729166667,32.912563131
1274,chic,72.5,68.125,1990-06-28,,52.375,29.348958333,32.902928744
1275,chic,73.5,69.125,1990-06-29,,21.5,33.535416667,27.320350242
1276,chic,80.0,70.375,1990-06-30,,40.0,35.328125,24.381944444
1277,chic,66.5,55.5,1990-07-01,,18.0,20.713541667,11.256944444
1278,chic,69.5,61.25,1990-07-02,,36.0,29.028532609,25.829861111
1279,chic,77.0,71.75,1990-07-03,,51.5,47.402297431,28.624303233
1280,chic,86.5,73.375,1990-07-04,,60.625,52.229166667,12.816789216
1281,chic,73.5,55.25,1990-07-05,,33.0,29.026041667,17.532381826
1282,chic,63.0,50.125,1990-07-06,,16.0,21.266757246,11.829861111
1283,chic,67.0,57.375,1990-07-07,,28.0,31.729166667,19.225694444
1284,chic,83.5,70.625,1990-07-08,,53.0,45.25,14.961805556
1285,chic,81.0,64.0,1990-07-09,,38.5,37.369791667,22.283251996
1286,chic,70.5,61.625,1990-07-10,,37.5,23.775588768,27.036858974
1287,chic,67.0,54.875,1990-07-11,,17.0,28.307291667,15.128517316
1288,chic,66.0,54.625,1990-07-12,,18.0,24.462719298,11.504816017
1289,chic,62.5,53.625,1990-07-13,,13.0,22.973958333,13.714285714
1290,chic,62.0,58.75,1990-07-14,,28.0,17.208026961,15.12202381
1291,chic,65.0,62.125,1990-07-15,,29.0,16.067708333,22.458333333
1292,chic,70.5,68.5,1990-07-16,,32.25,27.108695652,25.846014493
1293,chic,78.0,63.75,1990-07-17,,41.0,41.421875,25.167831263
1294,chic,78.5,67.625,1990-07-18,,47.0,26.380328218,29.241071429
1295,chic,77.5,68.0,1990-07-19,,47.5,18.490131579,26.910714286
1296,chic,68.0,63.25,1990-07-20,,20.0,19.552083333,22.897997835
1297,chic,69.5,57.875,1990-07-21,,24.0,23.624255952,21.12202381
1298,chic,68.5,61.0,1990-07-22,,15.375,29.375,12.035714286
1299,chic,68.5,57.75,1990-07-23,,36.5,20.211091897,26.303258145
1300,chic,69.5,61.5,1990-07-24,,48.0,18.619791667,34.357482993
1301,chic,72.0,63.0,1990-07-25,,37.5,24.883119824,32.579099472
1302,chic,75.5,62.5,1990-07-26,,51.0,31.262038867,30.907468205
1303,chic,74.5,65.75,1990-07-27,,74.0,47.541666667,30.035714286
1304,chic,79.0,70.5,1990-07-28,,87.75,51.083333333,21.339285714
1305,chic,79.5,70.375,1990-07-29,,55.0,33.15625,13.55952381
1306,chic,69.5,58.125,1990-07-30,,23.0,18.575892857,10.316249227
1307,chic,62.0,49.625,1990-07-31,,14.5,18.905570652,11.766810183
1308,chic,63.5,57.625,1990-08-01,,42.0,23.130952381,22.557065217
1309,chic,69.0,57.375,1990-08-02,,38.0,31.162202381,30.43452381
1310,chic,75.5,69.375,1990-08-03,,66.0,38.269668737,30.567176871
1311,chic,76.5,66.0,1990-08-04,,19.0,28.895833333,28.666666667
1312,chic,68.5,57.75,1990-08-05,,13.0,20.045138889,11.267857143
1313,chic,61.0,49.625,1990-08-06,,9.5,17.3671875,10.600297619
1314,chic,63.5,54.5,1990-08-07,,38.0,19.753787879,24.015847248
1315,chic,69.0,56.0,1990-08-08,,48.5,21.449016563,36.179112554
1316,chic,69.0,56.5,1990-08-09,,55.857142857,33.791666667,38.496212121
1317,chic,72.0,63.625,1990-08-10,,45.0,38.145833333,42.395833333
1318,chic,73.0,65.375,1990-08-11,,60.5,48.145833333,21.114583333
1319,chic,68.5,64.25,1990-08-12,,29.0,31.229166667,22.8125
1320,chic,63.0,51.375,1990-08-13,,20.5,17.196056548,13.273552106
1321,chic,65.5,62.125,1990-08-14,,26.0,17.183423913,21.779795957
1322,chic,74.5,66.75,1990-08-15,,54.285714286,28.410714286,20.538690476
1323,chic,73.0,68.625,1990-08-16,,55.0,30.964285714,23.191558442
1324,chic,72.0,71.0,1990-08-17,,40.5,15.083333333,22.753364389
1325,chic,80.5,75.25,1990-08-18,,25.0,35.161458333,18.988095238
1326,chic,75.5,68.5,1990-08-19,,18.5,31.4375,7.7351190476
1327,chic,71.5,69.375,1990-08-20,,16.0,12.140625,13.810606061
1328,chic,68.0,66.25,1990-08-21,,18.5,9.8333333333,11.780109771
1329,chic,69.0,63.25,1990-08-22,,21.5,24.931418219,13.732638889
1330,chic,70.5,64.25,1990-08-23,,39.0,24.151721014,20.280769653
1331,chic,75.0,67.125,1990-08-24,,28.0,25.918025362,28.451388889
1332,chic,76.5,69.75,1990-08-25,,50.0,29.749773551,25.069444444
1333,chic,78.5,73.25,1990-08-26,,82.0,42.119047619,18.766455314
1334,chic,82.5,75.875,1990-08-27,,90.285714286,36.309782609,22.996682665
1335,chic,82.5,70.5,1990-08-28,,53.5,33.404761905,22.595833333
1336,chic,75.5,57.875,1990-08-29,,36.0,29.486380694,21.707476551
1337,chic,69.0,53.875,1990-08-30,,25.5,40.916666667,30.166666667
1338,chic,70.0,60.75,1990-08-31,,58.0,50.638888889,46.194444444
1339,chic,78.0,69.125,1990-09-01,,64.0,39.880208333,34.777777778
1340,chic,73.0,61.25,1990-09-02,,34.166666667,24.241071429,21.4375
1341,chic,71.0,60.875,1990-09-03,,23.5,22.857142857,23.027777778
1342,chic,79.0,73.375,1990-09-04,,84.0,28.56547619,29.381120993
1343,chic,77.0,69.125,1990-09-05,,52.0,30.892857143,25.943181818
1344,chic,83.0,70.5,1990-09-06,,56.5,30.673809524,31.047619048
1345,chic,72.0,63.25,1990-09-07,,13.5,28.578125,14.495941558
1346,chic,72.0,64.625,1990-09-08,,41.0,19.744791667,17.431547619
1347,chic,73.0,65.75,1990-09-09,,43.0,22.697916667,26.473214286
1348,chic,75.5,68.375,1990-09-10,,69.0,36.173611111,34.218795094
1349,chic,74.0,67.875,1990-09-11,,58.5,30.372282609,22.1251294
1350,chic,74.5,64.5,1990-09-12,,94.0,28.381068841,42.130952381
1351,chic,74.5,65.625,1990-09-13,,69.5,25.139039855,39.066259398
1352,chic,65.5,54.625,1990-09-14,,38.625,15.286458333,15.576441103
1353,chic,63.0,54.0,1990-09-15,,23.5,15.296875,18.491071429
1354,chic,57.0,47.5,1990-09-16,,10.5,20.364583333,11.820833333
1355,chic,56.0,46.25,1990-09-17,,19.0,17.75,17.892857143
1356,chic,55.5,49.875,1990-09-18,,17.0,11.896173007,28.154373706
1357,chic,57.5,50.5,1990-09-19,,28.0,5.5066287879,19.921432605
1358,chic,59.5,50.75,1990-09-20,,37.428571429,17.282217556,30.3374069
1359,chic,62.0,46.625,1990-09-21,,26.0,10.553571429,29.527777778
1360,chic,56.5,42.25,1990-09-22,,21.0,9.0476190476,17.84375
1361,chic,50.5,35.25,1990-09-23,,17.5,15.327380952,16.111111111
1362,chic,53.5,38.5,1990-09-24,,34.0,16.897959184,24.854437229
1363,chic,67.0,51.75,1990-09-25,,42.0,20.964285714,25.738095238
1364,chic,67.5,52.625,1990-09-26,,46.875,14.678571429,31.351731602
1365,chic,65.5,51.75,1990-09-27,,45.5,19.600749341,40.898026404
1366,chic,61.0,54.125,1990-09-28,,48.0,18.181590752,26.439217822
1367,chic,58.5,51.125,1990-09-29,,12.5,15.273809524,10.381944444
1368,chic,52.5,40.25,1990-09-30,,17.0,11.744047619,14.17797619
1369,chic,57.0,38.25,1990-10-01,,43.5,9.4800724638,26.854813665000002
1370,chic,56.5,41.125,1990-10-02,,47.75,15.467132505,34.520525799
1371,chic,67.0,58.125,1990-10-03,,28.5,21.656832298,21.453486731
1372,chic,57.5,40.5,1990-10-04,,32.0,10.267857143,18.399659864
1373,chic,68.5,55.0,1990-10-05,,29.0,24.345238095,21.010358689
1374,chic,75.0,56.375,1990-10-06,,39.0,34.946428571,15.423136646
1375,chic,55.0,48.5,1990-10-07,,5.5,20.238095238,6.7261719905
1376,chic,50.5,46.75,1990-10-08,,8.0,13.023809524,9.7261904762
1377,chic,47.0,43.5,1990-10-09,,,20.128364389,10.336309524
1378,chic,41.5,35.25,1990-10-10,,10.0,11.244047619,11.947360248
1379,chic,46.5,35.875,1990-10-11,,46.5,9.4216485507,28.239130435
1380,chic,48.5,42.125,1990-10-12,,65.0,9.6262939959,41.480590062
1381,chic,52.0,45.375,1990-10-13,,50.5,14.839285714,30.982142857
1382,chic,53.5,48.5,1990-10-14,,25.857142857,18.321428571,20.589285714
1383,chic,51.0,40.625,1990-10-15,,30.5,5.0195578231,21.789440994
1384,chic,56.0,52.25,1990-10-16,,27.0,13.244047619,26.62797619
1385,chic,65.0,55.375,1990-10-17,,45.0,34.672619048,17.56547619
1386,chic,43.0,28.875,1990-10-18,,16.5,13.55952381,8.3272515528
1387,chic,40.5,32.875,1990-10-19,,21.0,7.9285714286,21.467885375
1388,chic,54.5,36.0,1990-10-20,,26.625,13.875,21.349914966
1389,chic,49.0,37.0,1990-10-21,,25.0,15.553571429,13.488095238
1390,chic,43.5,33.875,1990-10-22,,47.0,8.4047619048,24.833721532
1391,chic,46.5,37.625,1990-10-23,,49.0,6.7343073593,32.38666949
1392,chic,46.5,33.5,1990-10-24,,36.0,9.0613354037,21.383928571
1393,chic,40.0,31.75,1990-10-25,,22.0,9.7797619048,19.25
1394,chic,41.0,31.125,1990-10-26,,45.625,6.2313664596,27.047675121
1395,chic,52.5,33.0,1990-10-27,,51.0,13.636904762,14.878472222
1396,chic,41.0,28.625,1990-10-28,,17.0,12.916666667,14.854166667
1397,chic,45.5,30.625,1990-10-29,,29.5,7.7142857143,24.482638889
1398,chic,60.0,48.875,1990-10-30,,58.0,16.767339545,31.951388889
1399,chic,58.0,49.625,1990-10-31,,63.5,10.285714286,41.683716868
1400,chic,60.0,44.125,1990-11-01,,60.428571429,23.041666667,29.623188406
1401,chic,65.5,52.375,1990-11-02,,49.5,26.541666667,27.980676329
1402,chic,59.5,51.125,1990-11-03,,44.0,19.208333333,22.263888889
1403,chic,42.0,38.5,1990-11-04,,4.0,19.666666667,7.35
1404,chic,39.5,32.625,1990-11-05,,9.0,16.333333333,10.201994434
1405,chic,36.5,35.0,1990-11-06,,24.0,5.25,18.553571429
1406,chic,34.0,20.375,1990-11-07,,26.714285714,10.291666667,14.727335791
1407,chic,31.5,27.0,1990-11-08,,33.5,3.3333333333,23.841334541
1408,chic,37.0,33.0,1990-11-09,,29.0,2.125,19.180555556
1409,chic,40.5,22.0,1990-11-10,,27.0,7.75,17.361111111
1410,chic,37.5,28.875,1990-11-11,,20.0,7.125,20.291666667
1411,chic,38.0,17.125,1990-11-12,,,9.9583333333,23.079861111
1412,chic,38.0,29.875,1990-11-13,,43.25,7.8333333333,27.085638999
1413,chic,51.0,38.5,1990-11-14,,40.5,5.9166666667,30.977225673
1414,chic,61.0,49.5,1990-11-15,,47.0,26.041666667,25.678075397
1415,chic,47.5,32.0,1990-11-16,,38.0,13.375,19.394570707
1416,chic,42.0,29.625,1990-11-17,,25.0,10.208333333,23.4875
1417,chic,45.5,33.125,1990-11-18,,31.0,8.125,26.533333333
1418,chic,44.0,38.5,1990-11-19,,58.571428571,3.0833333333,27.663812033
1419,chic,44.5,42.25,1990-11-20,,48.0,6.2083333333,32.360119048
1420,chic,59.5,53.25,1990-11-21,,35.0,11.041666667,22.336805556
1421,chic,43.5,32.25,1990-11-22,,27.5,8.1666666667,16.6875
1422,chic,42.0,17.375,1990-11-23,,18.0,15.416666667,11.638636364
1423,chic,42.0,30.0,1990-11-24,,,3.8333333333,20.591666667
1424,chic,44.5,28.625,1990-11-25,,26.625,11.958333333,14.2125
1425,chic,53.0,58.5,1990-11-26,,,8.0,19.895833333
1426,chic,61.0,57.625,1990-11-27,,12.0,6.5,22.154761905
1427,chic,39.5,22.125,1990-11-28,,17.0,8.9545454545,15.066287879
1428,chic,31.5,23.625,1990-11-29,,31.0,5.25,21.758333333
1429,chic,41.0,29.875,1990-11-30,,21.5,9.625,21.858333333
1430,chic,40.5,28.125,1990-12-01,,19.0,8.8333333333,20.125
1431,chic,33.0,24.625,1990-12-02,,14.0,19.25,11.841666667
1432,chic,33.0,25.75,1990-12-03,,24.0,14.875,12.84469697
1433,chic,22.0,13.25,1990-12-04,,24.0,18.708333333,19.591501976
1434,chic,28.5,29.375,1990-12-05,,27.0,5.5416666667,27.125
1435,chic,29.5,16.125,1990-12-06,,30.5,8.125,24.715277778
1436,chic,31.0,27.75,1990-12-07,,28.857142857,4.2173913043,24.773737374
1437,chic,37.0,29.125,1990-12-08,,32.5,3.75,24.658333333
1438,chic,43.0,31.0,1990-12-09,,28.0,6.4166666667,24.0
1439,chic,39.5,29.75,1990-12-10,,24.5,11.416666667,27.716765873
1440,chic,44.0,40.375,1990-12-11,,33.0,7.9565217391,31.505736094
1441,chic,45.5,35.875,1990-12-12,,35.0,14.294117647,23.839869281
1442,chic,30.5,18.25,1990-12-13,,16.571428571,15.208333333,15.821759259
1443,chic,30.5,26.375,1990-12-14,,19.5,11.217391304,20.389996908
1444,chic,39.5,32.0,1990-12-15,,18.0,4.0,14.595238095
1445,chic,34.5,28.875,1990-12-16,,22.5,11.75,13.523809524
1446,chic,36.5,36.25,1990-12-17,,16.0,3.125,14.784632035
1447,chic,34.0,27.0,1990-12-18,,24.5,5.375,12.472363946
1448,chic,31.0,27.0,1990-12-19,,28.333333333,6.5,20.453204404
1449,chic,40.0,42.25,1990-12-20,,25.0,6.6666666667,20.804606625
1450,chic,38.0,38.625,1990-12-21,,29.5,3.4166666667,19.880952381
1451,chic,17.0,0.75,1990-12-22,,24.0,9.8333333333,14.386904762
1452,chic,7.0,-3.75,1990-12-23,,40.0,17.416666667,12.949404762
1453,chic,8.0,7.75,1990-12-24,,,14.416666667,12.645833333
1454,chic,14.5,-7.875,1990-12-25,,20.428571429,13.875,11.725694444
1455,chic,3.5,-6.5,1990-12-26,,,11.833333333,21.79272343
1456,chic,17.5,16.75,1990-12-27,,18.0,11.458333333,26.708694084
1457,chic,31.0,30.875,1990-12-28,,28.0,2.7916666667,22.010743084
1458,chic,33.5,30.0,1990-12-29,,12.5,3.625,12.951388889
1459,chic,15.0,2.625,1990-12-30,,,12.104166667,10.236111111
1460,chic,8.0,5.0,1990-12-31,,26.25,11.773284314,17.360974946
1461,chic,20.5,19.0,1991-01-01,,,11.076923077,18.966666667
1462,chic,16.0,6.625,1991-01-02,,,9.875,24.272878788
1463,chic,6.5,0.5,1991-01-03,,,9.25,23.015530303
1464,chic,14.0,11.5,1991-01-04,,43.0,6.875,26.783080808
1465,chic,25.5,21.625,1991-01-05,,,3.9583333333,24.25
1466,chic,20.5,13.625,1991-01-06,,27.0,14.625,22.632738095
1467,chic,21.5,17.5,1991-01-07,,,22.0,19.851536931
1468,chic,25.5,27.375,1991-01-08,,28.5,11.291666667,24.282738095
1469,chic,24.0,18.0,1991-01-09,,37.0,4.7916666667,22.935515873
1470,chic,22.0,26.125,1991-01-10,,35.5,10.125,23.478535354
1471,chic,29.5,26.625,1991-01-11,,24.0,8.625,17.697718254
1472,chic,25.5,22.0,1991-01-12,,23.0,9.1666666667,22.708333333
1473,chic,24.5,26.875,1991-01-13,,33.0,10.708333333,20.944444444
1474,chic,31.5,27.125,1991-01-14,,44.5,7.7083333333,27.758152174
1475,chic,30.5,31.625,1991-01-15,,46.0,4.6666666667,30.881944444
1476,chic,31.0,25.75,1991-01-16,,31.5,10.958333333,21.731129227
1477,chic,26.0,18.75,1991-01-17,,34.0,12.333333333,19.332930757
1478,chic,21.5,24.0,1991-01-18,,33.428571429,9.4166666667,25.65530303
1479,chic,36.5,29.625,1991-01-19,,19.0,14.5,24.072916667
1480,chic,26.5,18.625,1991-01-20,,25.0,18.791666667,17.966666667
1481,chic,10.5,-1.5,1991-01-21,,27.0,20.291666667,19.875
1482,chic,11.0,12.0,1991-01-22,,55.0,7.875,26.291666667
1483,chic,21.5,5.75,1991-01-23,,34.0,14.166666667,15.03030303
1484,chic,9.0,-5.75,1991-01-24,,34.75,13.916666667,26.574621212
1485,chic,7.5,-2.375,1991-01-25,,55.0,9.9166666667,32.636580087
1486,chic,15.5,9.25,1991-01-26,,41.0,12.541666667,22.191666667
1487,chic,22.0,17.0,1991-01-27,,25.0,12.708333333,23.008333333
1488,chic,25.5,19.75,1991-01-28,,54.0,12.208333333,31.426086957
1489,chic,19.0,12.625,1991-01-29,,12.0,20.416666667,23.55
1490,chic,15.0,6.625,1991-01-30,,42.125,11.958333333,26.264492754
1491,chic,17.0,8.875,1991-01-31,,40.0,14.666666667,21.780032468
1492,chic,29.0,27.5,1991-02-01,,52.5,7.9166666667,30.486111111
1493,chic,39.0,30.5,1991-02-02,,,12.041666667,29.597222222
1494,chic,42.5,30.125,1991-02-03,,39.0,16.666666667,31.625
1495,chic,44.0,38.0,1991-02-04,,32.0,12.583333333,28.055555556
1496,chic,39.0,34.375,1991-02-05,,47.25,13.041666667,28.597619048
1497,chic,35.5,32.875,1991-02-06,,39.0,15.333333333,18.517857143
1498,chic,32.5,29.5,1991-02-07,,28.0,8.3333333333,25.013888889
1499,chic,34.0,31.0,1991-02-08,,42.0,6.5833333333,24.444444444
1500,chic,37.5,30.125,1991-02-09,,35.5,8.8333333333,23.888888889
1501,chic,30.0,9.25,1991-02-10,,33.0,18.416666667,15.28125
1502,chic,22.0,5.125,1991-02-11,,24.0,18.375,16.89160628
1503,chic,24.5,17.875,1991-02-12,,35.0,8.0,27.715277778
1504,chic,32.5,26.75,1991-02-13,,37.0,8.4583333333,23.506944444
1505,chic,22.0,13.625,1991-02-14,,35.0,16.083333333,17.283610562
1506,chic,8.5,-6.25,1991-02-15,,39.5,22.166666667,12.237938596
1507,chic,16.0,17.125,1991-02-16,,23.0,12.583333333,16.364583333
1508,chic,35.0,29.25,1991-02-17,,29.375,15.5,18.869565217
1509,chic,38.5,38.375,1991-02-18,,39.0,8.2916666667,18.037121212
1510,chic,35.5,23.625,1991-02-19,,,10.875,14.559027778
1511,chic,36.5,30.375,1991-02-20,,36.5,16.375,18.834575012
1512,chic,47.0,40.375,1991-02-21,,46.0,10.666666667,23.642512077
1513,chic,34.5,14.5,1991-02-22,,27.0,19.083333333,14.617739899
1514,chic,26.5,18.5,1991-02-23,,22.875,20.833333333,16.819444444
1515,chic,28.5,13.0,1991-02-24,,26.0,14.958333333,14.336805556
1516,chic,21.0,7.5,1991-02-25,,25.0,17.416666667,18.958333333
1517,chic,19.0,16.125,1991-02-26,,41.0,13.958333333,25.236111111
1518,chic,23.5,19.5,1991-02-27,,37.0,14.75,22.263888889
1519,chic,39.0,30.625,1991-02-28,,40.0,13.333333333,25.984491656
1520,chic,48.0,46.5,1991-03-01,,29.571428571,21.5,25.921085859
1521,chic,37.5,22.25,1991-03-02,,26.0,17.375,11.836805556
1522,chic,25.5,18.5,1991-03-03,,15.0,21.375,9.8402777778
1523,chic,31.0,20.75,1991-03-04,,30.0,10.666666667,25.638888889
1524,chic,39.0,31.75,1991-03-05,,53.0,6.875,27.310606061
1525,chic,39.5,20.125,1991-03-06,,35.0,15.166666667,14.382936508
1526,chic,28.0,11.0,1991-03-07,,22.142857143,17.583333333,20.152777778
1527,chic,32.5,28.0,1991-03-08,,,12.208333333,31.350694444
1528,chic,33.5,23.0,1991-03-09,,38.5,18.708333333,13.302083333
1529,chic,34.5,23.25,1991-03-10,,40.0,20.333333333,17.743055556
1530,chic,40.0,28.375,1991-03-11,,57.5,17.958333333,18.722222222
1531,chic,32.0,24.5,1991-03-12,,33.0,16.208333333,15.513573232
1532,chic,32.5,23.5,1991-03-13,,15.0,25.666666667,12.434027778
1533,chic,34.5,26.5,1991-03-14,,11.0,26.75,13.8125
1534,chic,34.0,26.5,1991-03-15,,25.0,17.0,23.822285354
1535,chic,39.0,28.75,1991-03-16,,26.0,22.5,29.993055556
1536,chic,39.0,39.25,1991-03-17,,33.5,10.5,25.409722222
1537,chic,42.5,35.875,1991-03-18,,51.0,15.073369565,24.676932367
1538,chic,44.0,38.0,1991-03-19,,43.714285714,12.916666667,28.777503294
1539,chic,47.5,44.875,1991-03-20,,33.0,18.652173913,32.847222222
1540,chic,60.0,51.625,1991-03-21,,63.0,25.043478261,29.568181818
1541,chic,55.0,55.25,1991-03-22,,17.0,18.416666667,21.381944444
1542,chic,47.0,32.875,1991-03-23,,21.0,21.416666667,8.8993055556
1543,chic,45.0,34.5,1991-03-24,,21.0,17.75,13.138888889
1544,chic,49.0,39.0,1991-03-25,,40.571428571,9.375,36.229468599
1545,chic,63.0,63.5,1991-03-26,,31.0,22.115136876,25.243055556
1546,chic,56.0,43.25,1991-03-27,,72.0,15.686507937,15.28125
1547,chic,42.0,29.625,1991-03-28,,28.0,24.657540496,10.428571429
1548,chic,30.5,17.875,1991-03-29,,14.5,28.520833333,10.55
1549,chic,33.0,17.375,1991-03-30,,21.0,25.583333333,17.541666667
1550,chic,43.5,33.5,1991-03-31,,26.285714286,23.48218599,17.666666667
1551,chic,41.0,23.875,1991-04-01,,,23.717617754,19.654166667
1552,chic,39.0,24.0,1991-04-02,,28.0,19.825786056,26.025
1553,chic,51.0,34.875,1991-04-03,,48.0,17.964285714,22.7625
1554,chic,52.5,52.25,1991-04-04,,35.0,15.068877551,27.94469697
1555,chic,60.0,50.375,1991-04-05,,41.0,25.173817254,27.29699793
1556,chic,70.0,47.25,1991-04-06,,33.75,38.664855072,14.689236111
1557,chic,69.0,60.25,1991-04-07,,28.0,26.25,11.395833333
1558,chic,65.5,58.5,1991-04-08,,44.5,15.412681159,16.85952381
1559,chic,44.0,38.125,1991-04-09,,13.0,10.478050595,12.316512367
1560,chic,43.5,28.875,1991-04-10,,18.0,28.578125,14.170138889
1561,chic,38.0,28.625,1991-04-11,,15.0,23.380661232,16.972222222
1562,chic,44.0,32.375,1991-04-12,,27.285714286,19.689548547,15.323232323
1563,chic,45.5,44.125,1991-04-13,,25.0,12.964285714,15.423611111
1564,chic,58.5,50.125,1991-04-14,,12.5,18.380952381,12.070833333
1565,chic,53.0,38.875,1991-04-15,,27.0,26.592391304,14.141304348
1566,chic,53.0,42.0,1991-04-16,,,19.709415584,28.335366083
1567,chic,47.5,33.125,1991-04-17,,17.0,20.668290043,20.884848485
1568,chic,46.0,37.5,1991-04-18,,30.0,25.570887446,15.742261905
1569,chic,46.5,36.625,1991-04-19,,22.0,25.974637681,12.787892512
1570,chic,40.5,31.625,1991-04-20,,14.0,30.613095238,9.4513888889
1571,chic,44.5,20.375,1991-04-21,,15.0,30.366718427,11.857638889
1572,chic,48.0,30.625,1991-04-22,,45.5,23.068027211,29.742559524
1573,chic,50.0,38.5,1991-04-23,,32.0,20.032467532,19.018217893
1574,chic,50.5,28.375,1991-04-24,,35.375,18.232142857,24.825126263
1575,chic,53.5,37.875,1991-04-25,,,26.071428571,29.50356241
1576,chic,59.5,47.875,1991-04-26,,72.5,27.841450216,28.106944444
1577,chic,64.5,61.0,1991-04-27,,40.0,12.005208333,19.673611111
1578,chic,64.5,55.875,1991-04-28,,36.0,15.14673913,17.902777778
1579,chic,64.0,55.5,1991-04-29,,20.0,20.642857143,16.036706349
1580,chic,57.5,39.625,1991-04-30,,36.857142857,24.451086957,12.871527778
1581,chic,52.5,34.875,1991-05-01,,42.0,21.166925466,16.790277778
1582,chic,55.0,35.125,1991-05-02,,59.5,25.637445887,20.215694078
1583,chic,46.5,37.375,1991-05-03,,9.0,21.464803313,15.829298942
1584,chic,52.0,41.0,1991-05-04,,29.5,16.595238095,18.003472222
1585,chic,56.0,51.25,1991-05-05,,26.0,20.005952381,17.575694444
1586,chic,45.0,35.5,1991-05-06,,22.125,19.409090909,13.460245841
1587,chic,53.0,38.375,1991-05-07,,27.0,26.047619048,17.327525253
1588,chic,55.0,51.0,1991-05-08,,47.0,19.06547619,24.847826087
1589,chic,62.0,52.375,1991-05-09,,46.0,30.333333333,28.125
1590,chic,65.0,55.0,1991-05-10,,71.0,29.405773574,30.761363636
1591,chic,70.5,64.75,1991-05-11,,59.0,31.30952381,30.571710526
1592,chic,74.5,62.75,1991-05-12,,45.0,28.630952381,24.020833333
1593,chic,76.0,64.5,1991-05-13,,80.0,32.159632035,38.796428571
1594,chic,74.0,56.375,1991-05-14,,70.0,22.949534161,39.286411227
1595,chic,72.5,57.25,1991-05-15,,85.0,35.129464286,38.959410279
1596,chic,73.5,65.5,1991-05-16,,88.5,22.697916667,48.2125
1597,chic,60.0,46.375,1991-05-17,,32.0,16.150094697,17.854166667
1598,chic,50.0,44.25,1991-05-18,,24.375,17.994047619,10.1875
1599,chic,54.5,38.625,1991-05-19,,16.0,28.80952381,12.0
1600,chic,60.5,53.0,1991-05-20,,42.0,29.74534632,30.895959596
1601,chic,68.5,62.875,1991-05-21,,93.0,35.150094697,31.149305556
1602,chic,74.5,66.875,1991-05-22,,63.0,13.309103261,31.309343434
1603,chic,74.0,67.5,1991-05-23,,37.0,18.110795455,21.819234007
1604,chic,77.5,64.5,1991-05-24,,34.714285714,28.010416667,20.449179293
1605,chic,67.0,58.625,1991-05-25,,26.0,15.097346547,21.246527778
1606,chic,76.0,67.75,1991-05-26,,29.5,28.551242236,14.138888889
1607,chic,77.5,69.375,1991-05-27,,,32.851190476,19.725694444
1608,chic,80.5,67.875,1991-05-28,,98.0,28.021609731,30.292717548
1609,chic,79.0,67.375,1991-05-29,,44.0,29.354166667,30.871162281
1610,chic,77.5,66.375,1991-05-30,,36.625,30.459918478,20.756944444
1611,chic,77.5,67.75,1991-05-31,,48.0,25.964900362,26.200441919
1612,chic,74.5,66.125,1991-06-01,,41.0,34.020833333,29.454861111
1613,chic,72.5,63.25,1991-06-02,,48.0,38.464285714,23.7625
1614,chic,69.0,56.5,1991-06-03,,31.5,35.605113636,18.15625
1615,chic,61.5,48.5,1991-06-04,,16.0,32.062458827,8.5797238691
1616,chic,61.0,46.625,1991-06-05,,22.571428571,25.829319005,12.708685588
1617,chic,62.0,45.125,1991-06-06,,26.0,27.251132246,16.98547619
1618,chic,65.5,48.25,1991-06-07,,45.0,29.036458333,20.821212121
1619,chic,67.5,49.125,1991-06-08,,48.0,33.796875,25.15
1620,chic,72.5,53.875,1991-06-09,,59.5,48.114583333,29.991666667
1621,chic,75.0,59.875,1991-06-10,,86.0,42.666666667,24.857142857
1622,chic,73.0,60.75,1991-06-11,,38.125,25.739583333,29.586666667
1623,chic,71.5,58.375,1991-06-12,,25.0,22.578125,27.814285714
1624,chic,73.5,64.875,1991-06-13,,52.5,41.733469203,15.866666667
1625,chic,83.0,65.375,1991-06-14,,42.0,42.765625,17.29384058
1626,chic,77.5,65.75,1991-06-15,,33.5,38.135416667,11.425
1627,chic,69.5,53.5,1991-06-16,,21.0,33.068161232,10.5125
1628,chic,69.0,50.75,1991-06-17,,30.5,28.215353261,21.923484848
1629,chic,71.0,55.75,1991-06-18,,33.0,45.109375,23.51010101
1630,chic,72.5,58.125,1991-06-19,,43.0,51.90625,30.14229249
1631,chic,78.5,60.25,1991-06-20,,60.0,63.104166667,25.173611111
1632,chic,78.0,62.0,1991-06-21,,85.0,45.833333333,39.733333333
1633,chic,64.5,56.25,1991-06-22,,18.0,21.461458333,6.8041666667
1634,chic,68.0,53.125,1991-06-23,,16.625,31.890625,6.3854166667
1635,chic,69.0,50.0,1991-06-24,,33.0,40.296195652,19.47172619
1636,chic,71.5,53.875,1991-06-25,,52.5,53.871150362,25.473214286
1637,chic,78.5,66.625,1991-06-26,,96.0,49.678125,28.889583333
1638,chic,81.5,62.625,1991-06-27,,95.0,48.6875,19.607142857
1639,chic,79.5,65.125,1991-06-28,,49.0,43.088541667,23.197916667
1640,chic,84.0,69.125,1991-06-29,,51.5,42.911458333,20.484953704
